filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00000.0.wav,66149,0.3354063630104065,0.09104829281568527,0.1304050236940384,0.0035210042260587215,1773.0650319904662,167541.6308686573,1972.7443881356735,117335.77156332089,3714.560359074519,1080789.8855805045,0.08185096153846154,0.0005576872402394312,-7.848480163374916e-05,0.008353590033948421,-6.816183304181322e-05,0.005535192787647247,129.19921875,-118.62791442871094,2440.28662109375,125.08362579345703,260.9569091796875,-23.443723678588867,364.08172607421875,41.32148361206055,181.69485473632812,-5.976108074188232,152.963134765625,20.115140914916992,75.65229797363281,-16.04541015625,40.22710418701172,17.85519790649414,84.32028198242188,-14.633434295654297,83.4372329711914,10.270526885986328,97.00133514404297,-9.70827865600586,66.66989135742188,10.18387508392334,45.10361099243164,-4.681614398956299,34.169498443603516,8.417439460754395,48.26944351196289,-7.233476638793945,42.77094650268555,-2.8536033630371094,39.6871452331543,-3.2412803173065186,36.488243103027344,0.7222089767456055,38.099151611328125,-5.05033540725708,33.618072509765625,-0.24302679300308228,43.771766662597656,blues
blues.00000.1.wav,66149,0.3430653512477875,0.0861465260386467,0.1126992478966713,0.0014496854273602366,1816.6937765281948,90525.69086581325,2010.0515008132973,65671.87567304078,3869.6822415865386,672244.7602729121,0.08717322716346154,0.0010296204950682513,-9.894942195387557e-05,0.00495036318898201,-0.0001033452499541454,0.0048535047098994255,123.046875,-125.59070587158203,2038.34423828125,122.42122650146484,216.77418518066406,-20.718019485473633,231.97976684570312,50.128387451171875,142.70040893554688,-11.33330249786377,139.2431182861328,21.385400772094727,77.81794738769531,-15.960796356201172,97.36402893066406,19.454103469848633,57.94809341430664,-12.465917587280273,68.27152252197266,17.898168563842773,56.22217559814453,-11.73255443572998,54.37390899658203,8.145000457763672,40.66287612915039,-7.717750549316406,30.808521270751953,8.397150039672852,48.78422546386719,-8.300493240356445,68.58482360839844,4.074709415435791,64.74827575683594,-6.055294036865234,40.67765426635742,0.1590154767036438,51.26409149169922,-2.8376989364624023,97.03083038330078,5.784063339233398,59.94308090209961,blues
blues.00000.2.wav,66149,0.34681475162506104,0.09224288910627365,0.13200338184833527,0.004620399326086044,1788.539718722745,111407.43761296556,2084.5651317448537,75124.92171573533,3997.63916015625,790712.679630518,0.07138296274038461,0.00042528407813529294,-6.564203067682683e-05,0.012475931085646152,6.5055770392064e-05,0.004356978461146355,123.046875,-132.4419403076172,3798.5322265625,115.08517456054688,257.3212890625,-14.811666488647461,192.4480743408203,50.189292907714844,144.16603088378906,-0.6808194518089294,128.37689208984375,24.650375366210938,66.37117004394531,-13.506104469299316,89.3193359375,15.643385887145996,55.25396728515625,-13.216636657714844,120.30878448486328,10.406024932861328,35.75786209106445,-7.991464614868164,47.91161346435547,11.853962898254395,36.56993103027344,-4.677677154541016,40.725074768066406,6.571109771728516,30.686845779418945,-2.4247500896453857,50.313499450683594,4.806280136108398,67.33656311035156,-1.7686097621917725,28.34857940673828,2.3787682056427,45.717647552490234,-1.9384244680404663,53.05083465576172,2.5173747539520264,33.10512161254883,blues
blues.00000.3.wav,66149,0.3636387884616852,0.08685615658760071,0.1325647234916687,0.0024475634563714266,1655.289045406881,111952.2845173748,1960.0399882877425,82913.63926860478,3568.3002178485576,921652.4005015574,0.06942608173076924,0.00030399390226285136,-1.3756884072790854e-05,0.008318246342241764,1.8252801964990795e-05,0.00592678552493453,123.046875,-118.23108673095703,2508.781005859375,132.1165008544922,332.65057373046875,-18.75833511352539,109.35752868652344,39.76930618286133,184.69334411621094,-13.260425567626953,144.39822387695312,20.4681339263916,122.51646423339844,-14.563447952270508,68.93733215332031,18.74510383605957,74.74888610839844,-13.755462646484375,73.86857604980469,12.993759155273438,41.549564361572266,-12.648886680603027,58.54047775268555,10.389313697814941,39.10202407836914,-4.362738609313965,60.71474838256836,9.156192779541016,40.411537170410156,-9.88944149017334,44.666324615478516,-1.359110713005066,47.73945236206055,-3.8411545753479004,28.33711814880371,1.2185875177383423,34.77093505859375,-3.5803520679473877,50.83622360229492,3.630866050720215,32.023677825927734,blues
blues.00000.4.wav,66149,0.33557942509651184,0.08812854439020157,0.14328880608081818,0.001700886175967753,1630.6561993510775,79667.26765440499,1948.5038844114322,60204.02026823243,3469.992863581731,610211.0618210402,0.0700946514423077,0.00028885717222676475,4.0538587199989706e-05,0.009634113870561123,-0.00010598283552099019,0.005832687020301819,123.046875,-105.96837615966797,2118.919921875,134.64364624023438,219.5626220703125,-19.961748123168945,171.87875366210938,40.1717529296875,103.12071228027344,-14.271939277648926,102.65122985839844,18.734617233276367,79.06999969482422,-15.619380950927734,48.510284423828125,19.207965850830078,53.6429557800293,-18.274682998657227,95.30099487304688,14.316693305969238,58.821163177490234,-5.792194366455078,55.03025436401367,17.04543685913086,43.22993850708008,-5.681398868560791,46.5152587890625,5.705521106719971,24.95621109008789,-7.986080169677734,39.816932678222656,2.092937469482422,30.33635902404785,0.6645822525024414,45.88091278076172,1.6894464492797852,51.363582611083984,-3.392489194869995,26.738788604736328,0.5369608998298645,29.14669418334961,blues
blues.00000.5.wav,66149,0.3766697347164154,0.08970210701227188,0.1326178014278412,0.0035825634840875864,1994.9152192705897,211700.61956933062,2152.7678542146077,74263.87310240977,4371.985614483173,1067105.461021464,0.09242037259615385,0.0011742739141340087,-3.949811070924625e-05,0.008208326064050198,-0.00025426343199796975,0.005501048173755407,129.19921875,-100.75279235839844,1920.3602294921875,111.50997924804688,425.06683349609375,-13.614381790161133,93.95785522460938,47.21832275390625,105.40586853027344,-12.299808502197266,114.28267669677734,19.724773406982422,133.7925567626953,-13.578348159790039,45.991127014160156,15.337599754333496,61.0865478515625,-12.423593521118164,46.994956970214844,12.252741813659668,54.61111831665039,-10.472114562988281,38.540958404541016,9.367176055908203,30.711273193359375,-3.4198927879333496,38.1307373046875,6.704868793487549,29.604459762573242,-6.999777317047119,21.568641662597656,2.1271984577178955,31.448068618774414,-3.4483730792999268,34.28413009643555,-0.4161648154258728,40.79109191894531,-3.649624824523926,32.45790100097656,3.0252177715301514,28.89268684387207,blues
blues.00000.6.wav,66149,0.3799087405204773,0.08882731199264526,0.1303347796201706,0.0031662711407989264,1962.1500958726688,177443.07004540853,2146.503479192859,98020.54142181856,4325.0266676682695,1172362.7999236598,0.0895733173076923,0.001086638749703853,-5.285390579956584e-05,0.007007618434727192,0.0002138055715477094,0.007208382710814476,123.046875,-101.77303314208984,3051.967041015625,117.01033020019531,320.8309631347656,-20.812578201293945,241.77725219726562,42.79658889770508,151.87022399902344,-9.79063606262207,125.25289916992188,22.849124908447266,47.971858978271484,-16.340839385986328,64.18540954589844,18.391414642333984,61.87059020996094,-16.100749969482422,80.86858367919922,15.335210800170898,38.0513916015625,-10.306783676147461,80.26512908935547,11.569771766662598,45.934661865234375,-7.9374847412109375,41.673377990722656,7.370623588562012,48.0489616394043,-5.658714771270752,28.032508850097656,4.893660068511963,33.954071044921875,-2.0681943893432617,25.623655319213867,1.4281407594680786,47.957698822021484,-3.2671241760253906,39.382240295410156,3.2769386768341064,25.99913215637207,blues
blues.00000.7.wav,66149,0.33187994360923767,0.09211885184049606,0.140600323677063,0.002545942086726427,1701.8909235781698,35678.13061562547,1979.3876121320982,36670.725886003514,3625.2803861177886,317461.70079923235,0.07093599759615385,0.0002305104746621036,1.8976545106852427e-05,0.009667023085057735,-8.971934585133567e-05,0.005744943395256996,123.046875,-109.16507720947266,1993.800537109375,127.69551086425781,102.53877258300781,-20.28654670715332,240.8697967529297,38.8380126953125,112.03889465332031,-12.65810489654541,191.9271697998047,17.81919288635254,89.698974609375,-16.39320945739746,69.40918731689453,16.744558334350586,97.93817901611328,-17.368362426757812,83.38916778564453,11.820992469787598,39.21487045288086,-9.058530807495117,50.48317337036133,11.668596267700195,51.01177215576172,-4.241795539855957,39.76693344116211,7.482486724853516,33.28687286376953,-5.03971004486084,44.93305206298828,3.122666597366333,38.45621109008789,-3.6378860473632812,24.530296325683594,-0.10514772683382034,26.716150283813477,-2.016984701156616,23.150423049926758,0.21078696846961975,42.51296615600586,blues
blues.00000.8.wav,66149,0.3478773832321167,0.09420917183160782,0.13312990963459015,0.002538164146244526,1746.4735023276876,138073.93124392346,1887.619723142195,117069.92004931407,3586.9347205528848,1057632.6327091139,0.08766902043269231,0.0008216238445078833,-8.13913211459294e-05,0.0076127261854708195,-5.871952453162521e-05,0.007005015388131142,123.046875,-113.37319946289062,1945.646728515625,129.03921508789062,328.9809875488281,-31.377763748168945,337.1656494140625,42.994529724121094,116.70767974853516,-6.005670070648193,178.80691528320312,19.90250587463379,91.19867706298828,-18.395944595336914,68.30389404296875,18.188785552978516,83.41413116455078,-13.093650817871094,64.82707214355469,13.785285949707031,83.03253173828125,-10.417048454284668,52.80158615112305,8.280641555786133,30.858131408691406,-7.179648399353027,37.196205139160156,5.982778072357178,47.89522933959961,-9.880797386169434,58.45249557495117,-0.28593602776527405,44.31145477294922,-4.370028972625732,29.873167037963867,2.1145920753479004,33.84315490722656,-2.264662981033325,80.81239318847656,3.7585983276367188,97.61883544921875,blues
blues.00000.9.wav,66149,0.3580612540245056,0.08295709639787674,0.11531206220388412,0.001846020924858749,1763.9489423059536,61493.42312137413,1874.1957101296146,51944.921435068805,3505.522648737981,445157.89217853686,0.10177659254807692,0.0007128825695557002,-0.00011724788055289537,0.00616127485409379,0.00016604024858679622,0.0044688270427286625,123.046875,-125.53290557861328,3038.3125,126.76490020751953,184.7577362060547,-32.456787109375,155.98602294921875,53.658897399902344,64.3481674194336,-1.761399507522583,130.0530242919922,23.62383270263672,59.54375457763672,-20.049434661865234,40.006256103515625,15.453572273254395,44.596397399902344,-13.6771240234375,42.246829986572266,11.425658226013184,81.55513763427734,-15.09278392791748,60.66948699951172,9.418168067932129,64.77452087402344,-4.564155101776123,27.131023406982422,9.792022705078125,40.55061340332031,-4.366273880004883,50.520755767822266,6.691686153411865,43.96783447265625,-3.448303699493408,48.67194366455078,0.09979154169559479,41.83954620361328,-7.677177429199219,96.25365447998047,0.791775643825531,40.416419982910156,blues
